region,icb,org_code,org_name,avg_daily_nctr,avg_daily_discharged,avg_daily_not_discharged,total_nctr,total_discharged,total_not_discharged,reporting_days,nctr_not_discharged_rate,nctr_discharged_rate
MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,295.5068493150685,164.1041095890411,131.4027397260274,107860.0,59898.0,47962.0,365,44.46690153903208,55.53309846096792
EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,198.76438356164383,111.07123287671233,87.69315068493151,72549.0,40541.0,32008.0,365,44.119147059228936,55.880852940771064
NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,210.5917808219178,117.9068493150685,92.68493150684931,76866.0,43036.0,33830.0,365,44.011656649233736,55.988343350766264
LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,143.3945205479452,80.59452054794521,62.8,52339.0,29417.0,22922.0,365,43.79525783832324,56.204742161676755
LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,212.3123287671233,119.86301369863014,92.44931506849315,77494.0,43750.0,33744.0,365,43.5440163109402,56.4559836890598
NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,188.0191780821918,107.14520547945206,80.87397260273973,68627.0,39108.0,29519.0,365,43.0136826613432,56.986317338656804
EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,110.4904109589041,63.057534246575344,47.43287671232877,40329.0,23016.0,17313.0,365,42.92940563862233,57.07059436137767
NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,154.04931506849314,88.1041095890411,65.94520547945206,56228.0,32158.0,24070.0,365,42.807853738351,57.192146261649
NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,116.65753424657534,67.56986301369864,49.087671232876716,42580.0,24663.0,17917.0,365,42.07844058243307,57.92155941756694
NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,61.14246575342466,35.74246575342466,25.4,22317.0,13046.0,9271.0,365,41.54232199668414,58.45767800331586
MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,471.2054794520548,278.3808219178082,192.82465753424657,171990.0,101609.0,70381.0,365,40.92156520727949,59.0784347927205
EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,152.6958904109589,90.65753424657534,62.038356164383565,55734.0,33090.0,22644.0,365,40.62870061362903,59.37129938637098
MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,35.74520547945205,21.704109589041096,14.04109589041096,13047.0,7922.0,5125.0,365,39.281060780256,60.71893921974401
EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,167.43835616438355,101.67945205479452,65.75890410958904,61115.0,37113.0,24002.0,365,39.27350077722327,60.72649922277673
SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,191.5205479452055,116.41095890410959,75.10958904109589,69905.0,42490.0,27415.0,365,39.21750947714756,60.78249052285244
SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,78.41643835616438,47.97808219178082,30.438356164383563,28622.0,17512.0,11110.0,365,38.816295157571105,61.183704842428895
MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,111.76712328767124,69.14246575342466,42.62465753424657,40795.0,25237.0,15558.0,365,38.137026596396616,61.862973403603384
LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,55.534246575342465,35.131506849315066,20.4027397260274,20270.0,12823.0,7447.0,365,36.73902318697583,63.26097681302417
NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,107.58082191780822,70.3890410958904,37.19178082191781,39267.0,25692.0,13575.0,365,34.57101382840553,65.42898617159447
EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,314.9095890410959,221.53698630136986,93.37260273972603,114942.0,80861.0,34081.0,365,29.65060639278941,70.3493936072106
MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,122.31506849315069,88.69315068493151,33.62191780821918,44645.0,32373.0,12272.0,365,27.487960577892263,72.51203942210775
LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,CROYDON HEALTH SERVICES NHS TRUST,50.084931506849315,41.8,8.284931506849315,18281.0,15257.0,3024.0,365,16.54176467370494,83.45823532629507
EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,162.25753424657535,136.4054794520548,25.852054794520548,59224.0,49788.0,9436.0,365,15.932729974334729,84.06727002566528
NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,164.8082191780822,138.63013698630138,26.17808219178082,60155.0,50600.0,9555.0,365,15.883966420081455,84.11603357991855
